Mongolia,Ulaanbaatar,Bayangol,,
Mongolia,Ulaanbaatar,Bayanzurh,,
Mongolia,Ulaanbaatar,Chingeltei,,
Mongolia,Ulaanbaatar,Han-Uul,,
Mongolia,Ulaanbaatar,Nalaih,,
Mongolia,Ulaanbaatar,Songinohairhan,,
Mongolia,Ulaanbaatar,Suhbaatar,,
Mongolia,Arhangai,Erdenebulgan,Tsetserleg,
Mongolia,Arhangai,Battsengel,,
Mongolia,Arhangai,Bulgan,,
Mongolia,Arhangai,Chuluut,,
Mongolia,Arhangai,Erdenemandal,,
Mongolia,Arhangai,Ihtamir,,
Mongolia,Arhangai,Jargalant,,
Mongolia,Arhangai,Hairhan,,
Mongolia,Arhangai,Hangai,,
Mongolia,Arhangai,Hashaat,,
Mongolia,Arhangai,Hotont,,
Mongolia,Arhangai,Tariat,,
Mongolia,Arhangai,Tsahir,,
Mongolia,Arhangai,Tsenher,,
Mongolia,Arhangai,Tsetserleg,,
Mongolia,Arhangai,Tuvshruuleh,,
Mongolia,Arhangai,Ugiinuur,,
Mongolia,Arhangai,Ulziit,,
Mongolia,Arhangai,Undur-Ulaant,,
Mongolia,Bayanhongor,Bayanhongor,,
Mongolia,Bayanhongor,Baatsagaan,,
Mongolia,Bayanhongor,Bayanbulag,,
Mongolia,Bayanhongor,Bayangobi,,
Mongolia,Bayanhongor,Bayanlig,,
Mongolia,Bayanhongor,Bayan-Ovoo,,
Mongolia,Bayanhongor,Bayan-Tsagaan,,
Mongolia,Bayanhongor,Bayan-Undur,,
Mongolia,Bayanhongor,Bogd,,
Mongolia,Bayanhongor,Bumbugur,,
Mongolia,Bayanhongor,Buutsagaan,,
Mongolia,Bayanhongor,Erdenetsogt,,
Mongolia,Bayanhongor,Galuut,,
Mongolia,Bayanhongor,Gurvanbulag,,
Mongolia,Bayanhongor,Hureemaral,,
Mongolia,Bayanhongor,Jargalant,,
Mongolia,Bayanhongor,Jinst,,
Mongolia,Bayanhongor,Shinejinst,,
Mongolia,Bayanhongor,Ulziit,,
Mongolia,Bayanhongor,Zag,,
Mongolia,Bayan-Ulgii,Ulgii,,
Mongolia,Bayan-Ulgii,Altai,,
Mongolia,Bayan-Ulgii,Altantsugts,,
Mongolia,Bayan-Ulgii,Bayannuur,,
Mongolia,Bayan-Ulgii,Bugat,,
Mongolia,Bayan-Ulgii,Bulgan,,
Mongolia,Bayan-Ulgii,Buyant,,
Mongolia,Bayan-Ulgii,Deluun,,
Mongolia,Bayan-Ulgii,Nogoonnuur,,
Mongolia,Bayan-Ulgii,Sagsai,,
Mongolia,Bayan-Ulgii,Tolbo,,
Mongolia,Bayan-Ulgii,Tsagaannuur,,
Mongolia,Bayan-Ulgii,Tsengel,,
Mongolia,Bayan-Ulgii,Ulaanhus,,
Mongolia,Bulgan,Bulgan,,
Mongolia,Bulgan,Bayan-Agt,,
Mongolia,Bulgan,Bayannuur,,
Mongolia,Bulgan,Bugat,,
Mongolia,Bulgan,Bureghangai,,
Mongolia,Bulgan,Dashinchilen,,
Mongolia,Bulgan,Gurvanbulag,,
Mongolia,Bulgan,Hangal,,
Mongolia,Bulgan,Hishig-Undur,,
Mongolia,Bulgan,Hutag-Undur,,
Mongolia,Bulgan,Mogod,,
Mongolia,Bulgan,Orhon,,
Mongolia,Bulgan,Rashaant,,
Mongolia,Bulgan,Saihan,,
Mongolia,Bulgan,Selenge,,
Mongolia,Bulgan,Teshig,,
Mongolia,Darhan-Uul,Darhan,,
Mongolia,Darhan-Uul,Hongor,,
Mongolia,Darhan-Uul,Orhon,,
Mongolia,Darhan-Uul,Shariingol,,
Mongolia,Dornod,Herlen,Choibalsan,
Mongolia,Dornod,Bayandun,,
Mongolia,Dornod,Bayantumen,,
Mongolia,Dornod,Bayan-Uul,,
Mongolia,Dornod,Bulgan,,
Mongolia,Dornod,Choibalsan,,
Mongolia,Dornod,Chuluunhoroot,,
Mongolia,Dornod,Dashbalbar,,
Mongolia,Dornod,Gurvanzagal,,
Mongolia,Dornod,Halhgol,,
Mongolia,Dornod,Hulunbuir,,
Mongolia,Dornod,Matad,,
Mongolia,Dornod,Sergelen,,
Mongolia,Dornod,Tsagaan-Ovoo,,
Mongolia,Dornogobi,Sainshand,,
Mongolia,Dornogobi,Airag,,
Mongolia,Dornogobi,Altanshiree,,
Mongolia,Dornogobi,Dalanjargalan,,
Mongolia,Dornogobi,Delgereh,,
Mongolia,Dornogobi,Erdene,,
Mongolia,Dornogobi,Hatanbulag,,
Mongolia,Dornogobi,Huvsgul,,
Mongolia,Dornogobi,Ihhet,,
Mongolia,Dornogobi,Mandah,,
Mongolia,Dornogobi,Saihandulaan,,
Mongolia,Dornogobi,Ulaanbadrah,,
Mongolia,Dornogobi,Urgun,,
Mongolia,Dornogobi,Zamiin-Uud,,
Mongolia,Dundgobi,Saintsagaan,Mandalgobi,
Mongolia,Dundgobi,Adaatsag,,
Mongolia,Dundgobi,Bayanjargalan,,
Mongolia,Dundgobi,Delgerhangai,,
Mongolia,Dundgobi,Delgertsogt,,
