Iraq,Anbar,Haditha,,
Iraq,Anbar,Heet,,
Iraq,Anbar,Al-Rutba,,
Iraq,Anbar,Al-Ka'im,,
Iraq,Anbar,Ramadi,,
Iraq,Anbar,Falluja,,
Iraq,Anbar,Ana,,
Iraq,Anbar,Ra'ua,,
Iraq,Babylon,Al-Mahawil,,
Iraq,Babylon,Hashimiya,,
Iraq,Babylon,Hilla,,
Iraq,Babylon,Al-Musayab,,
Iraq,Baghdad,Tarmia,,
Iraq,Baghdad,Mahmoudiya,,
Iraq,Baghdad,Mada'in,,
Iraq,Baghdad,Abu Ghraib,,
Iraq,Baghdad,Thawra2,,
Iraq,Baghdad,Thawra1,,
Iraq,Baghdad,Kadhimia,,
Iraq,Baghdad,Karkh,,
Iraq,Baghdad,Adhamia,,
Iraq,Baghdad,Al Resafa,,
Iraq,Basrah,Al-Midaina,,
Iraq,Basrah,Al-Qurna,,
Iraq,Basrah,Al-Zubair,,
Iraq,Basrah,Shatt Al-Arab,,
Iraq,Basrah,Basrah,,
Iraq,Basrah,Abu Al-Khaseeb,,
Iraq,Basrah,Fao,,
Iraq,Dahuk,Sumel,,
Iraq,Dahuk,Dahuk,,
Iraq,Dahuk,Zakho,,
Iraq,Dahuk,Al Amedi,,
Iraq,Diyala,Khanaqin,,
Iraq,Diyala,Kifri,,
Iraq,Diyala,Baladrooz,,
Iraq,Diyala,Al-Muqdadiya,,
Iraq,Diyala,Al-Khalis,,
Iraq,Diyala,Ba'quba,,
Iraq,Erbil,Erbil,,
Iraq,Erbil,Makhmur,,
Iraq,Erbil,Mergasur,,
Iraq,Erbil,Soran,,
Iraq,Erbil,Choman,,
Iraq,Erbil,Shaqlawa,,
Iraq,Erbil,Koisnjaq,,
Iraq,Kerbala,Ain Al-Tamur,,
Iraq,Kerbala,Kerbala,,
Iraq,Kerbala,Al-Hindiya,,
Iraq,Kirkuk,Al-Hawiga,,
Iraq,Kirkuk,Daquq,,
Iraq,Kirkuk,Kirkuk,,
Iraq,Kirkuk,Dabes,,
Iraq,Missan,Ali Al-Gharbi,,
Iraq,Missan,Amara,,
Iraq,Missan,Al-Mejar Al-Kabi,,
Iraq,Missan,Al-Maimouna,,
Iraq,Missan,Al-Kahla,,
Iraq,Missan,Qal'at Saleh,,
Iraq,Muthanna,Al-Salman,,
Iraq,Muthanna,Al-Rumaitha,,
Iraq,Muthanna,Al-Samawa,,
Iraq,Muthanna,Al Khidhir,,
Iraq,Najaf,Najaf,,
Iraq,Najaf,Kufa,,
Iraq,Najaf,Al-Manathera,,
Iraq,Ninewa,Tilkaif,,
Iraq,Ninewa,Al-Hamdaniya,,
Iraq,Ninewa,Mosul,,
Iraq,Ninewa,Telafar,,
Iraq,Ninewa,Akre,,
Iraq,Ninewa,Al-Ba'aj,,
Iraq,Ninewa,Sinjar,,
Iraq,Ninewa,Hatra,,
Iraq,Ninewa,Al-Shikhan,,
Iraq,Qadissiya,Afaq,,
Iraq,Qadissiya,Diwaniya,,
Iraq,Qadissiya,Al-Shamiya,,
Iraq,Qadissiya,Hamza,,
Iraq,Salah al-Din,Al-Shirqat,,
Iraq,Salah al-Din,Baiji,,
Iraq,Salah al-Din,Tooz,,
Iraq,Salah al-Din,Tikrit,,
Iraq,Salah al-Din,Al-Fares,,
Iraq,Salah al-Din,Balad,,
Iraq,Salah al-Din,Al-Daur,,
Iraq,Salah al-Din,Samarra,,
Iraq,Salah al-Din,Al-Thethar,,
Iraq,Sulaymaniyah,Kalar,,
Iraq,Sulaymaniyah,Chamchamal,,
Iraq,Sulaymaniyah,Pshdar,,
Iraq,Sulaymaniyah,Rania,,
Iraq,Sulaymaniyah,Dokan,,
Iraq,Sulaymaniyah,Sulaymaniya,,
Iraq,Sulaymaniyah,Sharbazher,,
Iraq,Sulaymaniyah,Halabja,,
Iraq,Sulaymaniyah,Penjwin,,
Iraq,Sulaymaniyah,Darbandihkan,,
Iraq,Thi-Qar,Al-Rifa'i,,
Iraq,Thi-Qar,Nassriya,,
Iraq,Thi-Qar,Suq Al-Shoyokh,,
Iraq,Thi-Qar,Al-Chibayish,,
Iraq,Thi-Qar,Al-Shatra,,
Iraq,Wassit,Badra,,
Iraq,Wassit,Kut,,
Iraq,Wassit,Al-Na'maniya,,
Iraq,Wassit,Al-Hai,,
Iraq,Wassit,Al-Azezia,,
Iraq,Wassit,Al-Suwaira,,
